"geo_level","geo_unit","voted","did_not_vote","not_eligible_to_vote","turnout","election","election_date","year"
"Assembly District","50","1877","52112","20522","0.035","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","51","1729","38162","17517","0.043","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","52","4294","65628","19975","0.061","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","53","2543","55998","18739","0.043","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","54","1310","45070","16808","0.028","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","55","3171","50456","14219","0.059","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","56","2901","62424","16069","0.044","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","57","3642","64653","16155","0.053","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","58","3320","55597","13523","0.056","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","59","2125","48072","25013","0.042","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","60","4953","50690","15353","0.089","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","61","891","5945","66600","0.13","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","62","NA","NA","93408","NA","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","63","NA","NA","82037","NA","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","64","1004","10241","73280","0.089","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","65","6999","44608","23659","0.136","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","66","6119","43017","27283","0.125","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","67","NA","NA","79599","NA","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","68","3409","55515","20075","0.058","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","69","102","275","82754","0.271","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","70","9019","57918","17039","0.135","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","71","6247","56982","16978","0.099","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","72","4207","54753","16904","0.071","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","73","NA","4","80994","NA","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","74","3810","31180","40067","0.109","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","75","4108","46210","24525","0.082","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","76","NA","NA","77290","NA","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","77","2190","46475","15003","0.045","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","78","1872","39426","15025","0.045","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","79","1964","49743","15938","0.038","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","80","3644","45202","15918","0.075","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","81","4006","43711","19960","0.084","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","82","7049","50408","16803","0.123","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","83","4002","49256","14943","0.075","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","84","1551","49879","16290","0.03","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","85","1778","48945","16486","0.035","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","86","2015","43110","14784","0.045","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","87","2524","47141","16859","0.051","2023 City Primary","2023-06-27T00:00:00.000","2023"
"Assembly District","23","33118","41447","598","0.444","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","24","22511","47181","452","0.323","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","25","21889","40368","462","0.352","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","26","35433","41364","595","0.461","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","27","24820","39382","591","0.387","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","28","36394","41329","570","0.468","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","29","26522","52556","491","0.335","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","30","20880","42622","590","0.329","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","31","18571","47801","433","0.28","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","32","22494","50075","453","0.31","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","33","29564","54361","493","0.352","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","34","22704","42463","508","0.348","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","35","14705","37486","347","0.282","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","36","30382","44415","787","0.406","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","37","29136","42750","743","0.405","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","38","17514","44153","495","0.284","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","39","17538","35772","404","0.329","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","40","16636","35152","397","0.321","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","41","29822","46438","655","0.391","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","42","27711","47293","614","0.369","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","43","34106","52465","789","0.394","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","44","44586","39824","820","0.528","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","45","23877","36981","712","0.392","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","46","31029","46281","628","0.401","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","47","17926","38811","530","0.316","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","48","27529","27970","1103","0.496","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","49","14858","34963","464","0.298","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","50","36312","39150","1285","0.481","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","51","20228","38261","503","0.346","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","52","54029","38459","971","0.584","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","53","24680","54725","1036","0.311","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","54","15000","49868","495","0.231","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","55","18551","51255","416","0.266","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","56","27837","56255","725","0.331","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","57","39835","46629","901","0.461","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","58","24507","49358","393","0.332","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","59","29655","46733","494","0.388","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","60","20250","52957","386","0.277","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","61","30086","44410","632","0.404","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","62","49343","45033","640","0.523","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","63","36762","46456","534","0.442","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","64","39844","45869","648","0.465","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","65","28745","48989","887","0.37","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","66","43305","36192","1124","0.545","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","67","47712","35039","916","0.577","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","68","27780","55260","565","0.335","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","69","45847","41287","727","0.526","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","70","31555","56336","565","0.359","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","71","31259","51904","526","0.376","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","72","22364","56960","427","0.282","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","73","46125","37236","938","0.553","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","74","37774","39045","1045","0.492","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","75","37869","39865","997","0.487","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","76","46570","33080","990","0.585","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","77","14455","49635","368","0.226","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","78","13027","43773","382","0.229","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","79","14361","53607","398","0.211","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","80","19555","45754","475","0.299","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","81","29247","39349","522","0.426","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","82","30930","44077","457","0.412","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","83","21475","47272","461","0.312","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","84","14395","53365","417","0.212","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","85","15785","51905","399","0.233","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","86","12364","48012","372","0.205","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","87","18059","48703","465","0.27","2022 General","2022-11-08T00:00:00.000","2022"
"Assembly District","23","795","9943","63684","0.074","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","24","1500","18742","49487","0.074","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","25","NA","NA","62346","NA","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","26","4633","28497","43668","0.14","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","27","691","6896","56586","0.091","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","28","2584","21637","53467","0.107","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","29","NA","NA","79153","NA","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","30","436","4401","58692","0.09","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","31","212","3427","62766","0.058","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","32","8","467","72158","0.017","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","33","1081","13856","69045","0.072","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","34","711","7975","56508","0.082","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","35","397","6310","45583","0.059","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","36","7421","41863","25236","0.151","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","37","4202","33196","34205","0.112","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","38","2349","35600","23795","0.062","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","39","363","3856","49234","0.086","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","40","388","3924","47605","0.09","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","41","3727","34180","38387","0.098","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","42","7834","47264","19854","0.142","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","43","153","1185","85185","0.114","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","44","15218","38546","30252","0.283","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","45","1460","21298","38162","0.064","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","46","7245","48493","21551","0.13","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","47","1842","27418","27587","0.063","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","48","1430","9445","44349","0.131","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","49","2609","27391","19956","0.087","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","50","6357","48711","19894","0.115","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","51","6515","33953","17992","0.161","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","52","21252","50659","20064","0.296","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","53","3737","57143","18349","0.061","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","54","2157","46307","16457","0.045","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","55","3537","43279","23029","0.076","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","56","6674","55273","22051","0.108","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","57","8435","45818","31727","0.155","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","58","3880","31358","38785","0.11","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","59","4870","46640","24929","0.095","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","60","4658","53466","15100","0.08","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","61","8050","45380","21000","0.151","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","62","8020","59930","26394","0.118","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","63","7653","52095","23460","0.128","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","64","8190","52251","25317","0.136","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","65","9331","44502","23847","0.173","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","66","15366","40998","22815","0.273","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","67","19590","39631","23336","0.331","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","68","6691","56223","20307","0.106","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","69","18898","49516","18931","0.276","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","70","8297","62762","17028","0.117","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","71","10292","56219","16801","0.155","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","72","7824","54807","16855","0.125","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","73","14056","35328","33983","0.285","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","74","13569","39758","23717","0.254","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","75","12684","40309","24856","0.239","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","76","15747","35251","28628","0.309","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","77","923","12666","50554","0.068","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","78","3097","36876","16867","0.077","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","79","1","84","68049","0.012","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","80","2698","27431","35234","0.09","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","81","7904","38157","22380","0.172","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","82","3444","34564","36949","0.091","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","83","2089","20292","46394","0.093","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","84","7","229","67485","0.03","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","85","1090","21690","45003","0.048","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","86","1972","30152","28256","0.061","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","87","3408","42445","20945","0.074","2022 Federal Primary","2022-08-23T00:00:00.000","2022"
"Assembly District","23","7871","48385","18166","0.14","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","24","6461","44801","18467","0.126","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","25","5042","37632","19672","0.118","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","26","8757","45654","22387","0.161","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","27","5794","39733","18646","0.127","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","28","9848","45579","22261","0.178","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","29","7726","56539","14888","0.12","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","30","5040","39309","19180","0.114","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","31","4575","47949","13881","0.087","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","32","7688","51373","13572","0.13","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","33","7887","58745","17350","0.118","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","34","5948","42435","16811","0.123","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","35","4905","34145","13240","0.126","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","36","8365","47317","18838","0.15","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","37","9103","42726","19774","0.176","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","38","3662","40704","17378","0.083","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","39","4734","34093","14626","0.122","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","40","4670","30756","16491","0.132","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","41","6526","49925","19843","0.116","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","42","8513","53185","13254","0.138","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","43","12048","60463","14012","0.166","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","44","16031","51989","15996","0.236","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","45","3573","38643","18704","0.085","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","46","8354","47485","21450","0.15","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","47","3026","34523","19298","0.081","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","48","5872","37274","12078","0.136","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","49","2780","29711","17465","0.086","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","50","8851","50939","15172","0.148","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","51","6399","37938","14123","0.144","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","52","17865","57429","16681","0.237","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","53","7086","56551","15592","0.111","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","54","5101","46196","13624","0.099","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","55","5836","51968","12041","0.101","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","56","9468","60515","14015","0.135","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","57","14925","57085","13970","0.207","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","58","8741","53669","11613","0.14","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","59","7497","53210","15732","0.123","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","60","7193","53459","12572","0.119","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","61","8132","46400","19898","0.149","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","62","9125","58614","26605","0.135","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","63","8348","51216","23644","0.14","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","64","8495","51926","25337","0.141","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","65","10426","48220","19034","0.178","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","66","13959","47274","17946","0.228","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","67","16243","48328","17986","0.252","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","68","9385","57364","16472","0.141","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","69","16968","54922","15455","0.236","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","70","11729","61527","14831","0.16","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","71","11663","57628","14021","0.168","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","72","7833","57996","13657","0.119","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","73","13523","47612","22232","0.221","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","74","12390","46646","18008","0.21","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","75","12153","46602","19094","0.207","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","76","14657","44956","20013","0.246","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","77","4017","48189","11937","0.077","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","78","4475","40611","11754","0.099","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","79","3900","51279","12955","0.071","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","80","5092","45598","14673","0.1","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","81","11159","42766","14516","0.207","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","82","10360","48412","16185","0.176","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","83","5858","50453","12464","0.104","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","84","4199","50536","12986","0.077","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","85","4028","50500","13255","0.074","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","86","3094","45476","11810","0.064","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","87","5300","48240","13258","0.099","2022 State Primary","2022-06-28T00:00:00.000","2022"
"Assembly District","23","24445","51185","401","0.323","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","24","14995","55098","365","0.214","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","25","14411","52808","373","0.214","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","26","24978","52583","396","0.322","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","27","16208","54763","396","0.228","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","28","22562","54501","391","0.293","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","29","17501","62173","417","0.22","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","30","18125","51240","473","0.261","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","31","11791","57200","363","0.171","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","32","15344","62583","401","0.197","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","33","19247","65997","379","0.226","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","34","11489","46325","393","0.199","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","35","9537","45473","346","0.173","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","36","18683","56268","592","0.249","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","37","16508","61053","705","0.213","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","38","10759","52932","365","0.169","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","39","8524","40552","355","0.174","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","40","11338","42690","328","0.21","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","41","18748","56788","389","0.248","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","42","16968","59364","468","0.222","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","43","19613","64068","579","0.234","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","44","22715","50892","470","0.309","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","45","13663","49760","378","0.215","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","46","20493","54669","411","0.273","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","47","11189","47658","376","0.19","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","48","11704","45701","354","0.204","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","49","9158","40926","374","0.183","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","50","15382","70303","740","0.18","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","51","12307","48626","393","0.202","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","52","33745","68482","862","0.33","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","53","12738","68519","761","0.157","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","54","9577","63698","449","0.131","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","55","12999","64291","412","0.168","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","56","18013","69666","584","0.205","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","57","27466","73484","799","0.272","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","58","17067","60317","367","0.221","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","59","20726","59752","365","0.258","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","60","15002","66814","351","0.183","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","61","22696","55557","523","0.29","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","62","36800","55264","589","0.4","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","63","26602","57066","502","0.318","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","64","26937","54274","481","0.332","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","65","18271","63102","821","0.225","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","66","23001","60872","948","0.274","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","67","31276","64283","1131","0.327","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","68","16570","67985","581","0.196","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","69","28582","59358","674","0.325","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","70","22074","69542","601","0.241","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","71","20898","67712","506","0.236","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","72","15219","65957","362","0.187","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","73","26326","63150","905","0.294","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","74","22139","60661","938","0.267","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","75","23714","69382","1215","0.255","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","76","26809","56987","1039","0.32","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","77","9727","56821","352","0.146","2021 General","2021-11-02T00:00:00.000","2021"
"Assembly District","78","7746","49782","359","0.135","2021 General","2021-11-02T00:00:00.000","2021"
